#symbol	Hepg2_with_UO126_reps_1&2_100ng	3ng15cycles	3ng20cycles	3ng30cycles	6ng15cycles	6ng20cycles	6ng30cycles	10ng15cycles	10ng20cycles	10ng30cycles	3ng15cycles_rep_2	3ng20cycles_rep_2	3ng30cycles_rep_2	6ng15cycles_rep_2	6ng20cycles_rep_2	6ng30cycles_rep_2	10ng15cycles_rep_2	10ng20cycles_rep_2	10ng30cycles_rep_2
hsa-miR-128-2-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-128-3p	3847.18	12157.69	14094.44	14753.71	10491.25	10920.93	13768.57	9613.34	10343.79	11425.19	12047.91	14316.34	15003.74	11643.00	9809.35	13596.31	10663.18	10867.71	13314.17
hsa-miR-1281	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1282	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1284	0.61	31.98	19.40	18.20	7.15	11.45	4.25	12.09	9.10	12.09	15.81	23.40	16.35	5.62	7.38	10.24	5.38	9.47	13.52
hsa-miR-1285-3p	2.15	6.40	4.31	4.79	9.53	4.91	10.62	5.18	3.03	6.83	0.00	8.77	7.27	2.81	19.18	7.44	5.38	6.89	7.01
hsa-miR-1285-5p	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00
hsa-miR-1287-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1287-5p	8.61	31.98	2.16	14.36	14.30	18.00	11.68	20.72	12.13	13.66	7.90	14.62	7.27	8.43	2.95	6.51	26.92	14.63	7.51
hsa-miR-1288-3p	4.00	6.40	0.00	2.87	2.38	6.55	0.00	0.00	1.52	4.20	0.00	5.85	0.00	0.00	0.00	5.58	2.69	4.30	0.50
hsa-miR-1288-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1289	0.92	0.00	2.16	0.00	0.00	0.00	0.00	1.73	3.03	2.10	0.00	14.62	0.00	0.00	0.00	2.79	5.38	0.00	0.50
hsa-miR-129-1-3p,hsa-miR-129-2-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-129-5p	2.77	6.40	0.00	1.92	4.77	0.00	6.37	3.45	4.55	3.68	7.90	0.00	5.45	5.62	8.85	9.31	5.38	0.00	4.01
hsa-miR-1290	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	1.82	0.00	0.00	0.93	0.00	0.00	0.00
hsa-miR-1291	165.41	729.08	689.85	1390.52	693.38	916.35	1332.37	474.88	850.49	1633.07	877.22	815.99	1885.91	724.70	609.40	944.51	912.60	729.91	2260.09
hsa-miR-1292-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1292-5p	11.68	12.79	32.34	49.80	38.12	37.64	21.23	20.72	18.19	25.75	31.61	26.32	23.62	8.43	26.56	33.50	26.92	37.87	26.04
hsa-miR-1293	1.54	6.40	10.78	0.00	2.38	6.55	1.06	0.00	0.00	3.15	0.00	2.92	0.00	0.00	5.90	2.79	0.00	0.86	0.50
hsa-miR-1294	1.23	0.00	6.47	4.79	2.38	8.18	3.18	3.45	1.52	1.05	3.95	0.00	5.45	14.04	1.48	0.93	5.38	0.00	5.01
hsa-miR-1295a	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1295b-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1295b-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1296-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1296-5p	17.52	12.79	25.87	17.24	26.21	6.55	10.62	32.81	22.74	16.81	15.81	20.47	14.53	25.28	25.08	26.06	32.30	24.96	29.04
hsa-miR-1297,hsa-miR-26b-5p	1979.08	3837.25	3960.15	4282.66	4012.55	3887.94	4757.26	3961.38	4067.47	5487.71	4366.33	4544.96	5396.11	4404.40	4079.85	6059.76	5874.04	4133.28	4886.17
hsa-miR-1298-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1298-5p	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00
hsa-miR-1299	74.10	121.51	75.45	62.25	76.25	55.64	72.19	62.17	51.54	61.48	27.66	67.27	54.51	75.84	60.50	52.11	53.84	61.11	49.57
hsa-miR-1301-3p	23.37	76.74	90.54	68.95	73.87	57.27	88.12	24.18	90.96	89.32	82.98	58.49	67.22	81.46	63.45	79.10	75.38	86.93	90.62
hsa-miR-1301-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1302	0.31	0.00	0.00	0.96	0.00	1.64	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00
hsa-miR-1303	6.15	6.40	10.78	14.36	11.91	11.45	19.11	24.18	7.58	15.24	15.81	8.77	29.07	11.24	20.66	13.03	10.77	13.77	13.52
hsa-miR-1304-3p	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1304-5p	6.46	0.00	15.09	9.58	7.15	13.09	7.43	10.36	10.61	18.39	3.95	5.85	16.35	2.81	22.13	11.17	13.46	6.89	13.52
hsa-miR-1305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1306-3p	0.61	0.00	0.00	4.79	2.38	3.27	2.12	5.18	4.55	2.63	0.00	0.00	16.35	2.81	4.43	2.79	10.77	3.44	1.00
hsa-miR-1306-5p	1.84	0.00	2.16	0.00	9.53	0.00	3.18	6.91	0.00	1.05	7.90	0.00	1.82	0.00	2.95	4.65	0.00	2.58	1.00
hsa-miR-1307-3p	457.18	1291.87	1131.78	1221.97	1255.71	1187.98	1263.37	1184.62	1161.27	1403.98	1303.97	1126.00	1237.29	1247.16	1139.11	1144.58	1122.58	1174.05	1265.23
hsa-miR-1307-5p	111.30	243.03	241.45	226.97	274.02	214.36	236.75	240.03	194.05	225.41	292.41	219.35	205.31	252.80	225.76	218.68	279.97	227.24	208.78
hsa-miR-130a-3p	4.61	19.19	12.93	16.28	14.30	26.18	15.92	25.90	16.68	7.36	23.71	23.40	16.35	22.47	28.04	25.12	26.92	19.80	16.02
hsa-miR-130a-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-130b-3p	9.22	25.58	45.27	20.11	28.59	27.82	14.86	43.17	28.80	43.09	51.37	32.17	43.60	75.84	26.56	32.57	45.76	34.43	27.04
hsa-miR-130b-5p	77.17	920.94	845.06	1080.24	567.09	796.90	819.60	550.86	613.99	515.98	810.04	1038.26	1037.43	707.85	680.22	707.22	578.79	484.60	714.48
hsa-miR-132-3p	15.68	6.40	19.40	3.83	4.77	4.91	21.23	5.18	10.61	13.14	0.00	29.25	7.27	22.47	5.90	13.03	16.15	10.33	11.52
hsa-miR-132-5p	0.92	6.40	4.31	0.96	0.00	6.55	6.37	6.91	1.52	9.98	3.95	2.92	5.45	2.81	8.85	8.37	2.69	3.44	2.00
hsa-miR-1321	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1322	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1323	0.92	0.00	4.31	0.00	4.77	1.64	1.06	1.73	4.55	4.20	0.00	5.85	12.72	5.62	4.43	3.72	2.69	0.86	6.51
hsa-miR-1324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-133a-3p,hsa-miR-133b	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	3.95	0.00	0.00	0.00	1.48	0.00	0.00	0.86	3.00
hsa-miR-133a-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-134-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-134-5p	0.61	0.00	6.47	3.83	4.77	0.00	1.06	1.73	0.00	2.63	0.00	2.92	5.45	0.00	0.00	3.72	0.00	1.72	1.50
hsa-miR-1343-3p	4.30	25.58	34.49	38.31	23.83	18.00	13.80	13.81	10.61	24.17	7.90	14.62	14.53	14.04	17.71	17.68	18.84	10.33	10.01
hsa-miR-1343-5p	0.00	0.00	0.00	1.92	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	1.82	5.62	0.00	1.86	0.00	0.00	0.50
hsa-miR-135a-3p	1.54	0.00	8.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-135a-5p	1.54	0.00	0.00	0.00	0.00	1.64	5.31	1.73	3.03	1.05	0.00	11.70	1.82	2.81	1.48	3.72	8.08	1.72	2.50
hsa-miR-135b-3p	6.15	0.00	2.16	0.00	4.77	13.09	3.18	6.91	7.58	3.68	15.81	5.85	3.63	2.81	2.95	5.58	10.77	5.16	12.52
hsa-miR-135b-5p	192.77	236.63	209.11	233.67	288.31	255.27	239.93	354.00	234.98	321.57	260.79	295.39	310.69	280.89	261.17	247.53	382.27	316.75	263.36
hsa-miR-136-3p	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.79	0.00	0.00	0.00
hsa-miR-136-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-137	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-138-1-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-138-2-3p	0.92	0.00	0.00	8.62	0.00	0.00	0.00	0.00	0.00	4.73	0.00	0.00	0.00	0.00	0.00	2.79	2.69	0.86	0.00
hsa-miR-138-5p	4.30	6.40	8.62	14.36	11.91	4.91	3.18	8.63	4.55	3.68	3.95	8.77	12.72	16.85	8.85	3.72	10.77	5.16	11.52
hsa-miR-139-3p	0.61	0.00	4.31	1.92	0.00	0.00	0.00	1.73	3.03	0.53	0.00	0.00	0.00	0.00	0.00	2.79	0.00	0.86	1.00
hsa-miR-139-5p	1.54	12.79	0.00	0.00	7.15	4.91	2.12	1.73	3.03	5.78	0.00	2.92	3.63	5.62	0.00	0.00	2.69	2.58	7.01
hsa-miR-140-3p	768.64	1004.08	713.56	688.56	791.07	706.90	742.09	770.17	798.94	778.18	687.55	649.28	695.86	901.67	759.90	750.96	699.93	718.72	734.50
hsa-miR-140-5p	138.97	518.03	388.04	324.65	500.38	425.45	381.13	452.43	379.00	450.83	434.66	412.38	432.42	407.29	405.77	355.47	551.87	391.64	357.49
hsa-miR-141-3p,hsa-miR-200a-3p	656.11	1304.66	1267.59	1401.06	1279.54	1215.80	1415.18	1213.97	1276.49	1576.32	1379.05	1441.87	1555.24	1398.84	1206.99	1756.88	1722.91	1285.09	1431.95
hsa-miR-141-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00
hsa-miR-142-3p	0.00	0.00	2.16	0.00	0.00	1.64	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.50
hsa-miR-142-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00
hsa-miR-143-3p	6108.50	6267.51	5365.72	5305.44	5239.67	5239.56	5564.12	5443.01	5257.55	5160.88	5045.97	4931.02	5154.47	5233.03	5289.79	5098.50	5044.89	5309.91	5040.88
hsa-miR-143-5p	0.31	6.40	2.16	4.79	0.00	1.64	1.06	0.00	1.52	5.25	0.00	5.85	5.45	2.81	4.43	6.51	0.00	3.44	2.50
hsa-miR-144-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-144-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-145-3p	2.15	0.00	10.78	2.87	2.38	11.45	6.37	15.54	6.06	14.71	0.00	14.62	5.45	11.24	4.43	8.37	10.77	7.75	4.01
hsa-miR-145-5p	21.21	6.40	21.56	4.79	16.68	0.00	21.23	3.45	13.64	16.81	11.85	8.77	19.99	28.09	11.80	11.17	13.46	21.52	10.51
hsa-miR-1468-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1468-5p	21.21	95.93	73.30	35.43	64.33	45.82	55.21	44.90	48.51	36.26	23.71	40.95	78.13	44.94	41.31	25.12	48.46	25.82	28.54
hsa-miR-1469	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-146a-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-146a-5p,hsa-miR-146b-5p	14263.11	19301.36	19660.64	21877.74	18847.56	19866.80	22054.76	18675.82	18616.69	21242.53	19373.86	19797.20	21840.64	18974.29	19388.51	20698.29	19406.94	20365.99	20646.18
hsa-miR-146b-3p	14.76	0.00	12.93	3.83	7.15	13.09	11.68	17.27	6.06	8.41	3.95	23.40	3.63	5.62	5.90	10.24	5.38	9.47	9.01
hsa-miR-1470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1471	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-147a	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-147b	4.61	0.00	0.00	3.83	4.77	6.55	6.37	1.73	7.58	2.63	0.00	0.00	1.82	2.81	0.00	3.72	0.00	3.44	3.50
hsa-miR-148a-3p	376027.05	132557.78	183794.63	180458.57	142445.61	169793.17	179362.97	153371.40	173144.36	163606.59	144717.14	136258.21	165744.30	155934.70	168809.88	164064.84	145187.30	181579.29	176530.46
hsa-miR-148a-5p	346.19	441.28	342.77	439.57	328.82	278.18	410.86	352.28	322.91	392.50	292.41	318.79	379.73	345.50	410.20	428.05	358.04	356.35	389.53
hsa-miR-148b-3p	4078.38	2046.53	2709.81	2859.57	2652.00	2811.23	3127.63	2636.89	2941.07	3142.66	2600.04	2664.39	3164.99	2741.51	3018.94	3247.63	2592.44	2704.45	2936.51
hsa-miR-148b-5p	2.46	6.40	2.16	0.00	0.00	1.64	4.25	6.91	1.52	1.05	11.85	2.92	0.00	0.00	4.43	2.79	2.69	3.44	2.00
hsa-miR-149-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-149-5p	7.07	25.58	21.56	24.90	45.27	34.36	21.23	31.08	24.26	24.17	27.66	20.47	38.15	36.52	17.71	33.50	29.61	27.54	22.03
hsa-miR-150-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-150-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-151a-3p	31447.65	14965.27	14169.89	12981.08	16007.32	14566.70	12916.06	16320.41	13886.72	13050.38	14296.27	12532.28	12572.77	13289.03	13844.93	10505.94	13993.24	14670.47	11941.80
hsa-miR-151a-5p,hsa-miR-151b	35.97	83.14	71.14	66.08	76.25	55.64	53.08	50.08	81.86	76.71	98.79	111.14	85.39	84.27	56.07	140.51	96.91	72.30	78.61
hsa-miR-152-3p	403.99	332.56	288.87	290.17	421.75	366.54	334.42	378.18	382.04	377.27	403.05	269.07	272.53	289.32	320.19	309.87	371.50	321.06	290.90
hsa-miR-152-5p	2.77	0.00	6.47	5.75	0.00	0.00	7.43	0.00	3.03	1.05	0.00	0.00	5.45	0.00	1.48	0.93	2.69	4.30	3.00
hsa-miR-153-3p	3.07	0.00	6.47	0.00	0.00	0.00	1.06	10.36	4.55	1.58	3.95	0.00	5.45	5.62	2.95	5.58	5.38	1.72	3.00
hsa-miR-153-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1537-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1537-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1538	0.00	0.00	0.00	0.00	2.38	0.00	1.06	1.73	0.00	0.00	0.00	2.92	0.00	0.00	0.00	0.00	0.00	0.00	3.50
hsa-miR-1539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-154-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-154-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-155-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-155-5p	0.00	6.40	8.62	6.70	4.77	9.82	18.05	5.18	13.64	7.36	19.76	11.70	25.44	2.81	7.38	10.24	2.69	1.72	7.01
hsa-miR-1587	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-15a-3p	0.00	0.00	2.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-15a-5p	0.00	0.00	4.31	0.00	0.00	0.00	0.00	0.00	1.52	0.53	0.00	5.85	0.00	0.00	1.48	5.58	2.69	2.58	0.50
hsa-miR-15b-3p	14.14	25.58	23.71	17.24	11.91	18.00	31.85	17.27	25.77	36.78	35.56	43.87	29.07	8.43	13.28	55.83	32.30	32.71	37.05
hsa-miR-15b-5p	0.92	0.00	6.47	2.87	4.77	1.64	1.06	0.00	6.06	2.63	0.00	0.00	1.82	0.00	0.00	0.93	2.69	9.47	1.50
hsa-miR-16-1-3p	0.00	0.00	2.16	0.00	0.00	3.27	0.00	1.73	0.00	2.63	0.00	0.00	0.00	0.00	0.00	1.86	2.69	3.44	0.00
hsa-miR-16-2-3p	27.06	217.44	140.13	140.78	121.52	129.27	160.31	117.43	115.22	133.99	158.06	160.86	181.69	95.50	132.80	165.64	88.84	129.97	148.20
hsa-miR-16-5p	10.45	0.00	6.47	2.87	38.12	40.91	14.86	8.63	30.32	29.42	19.76	20.47	18.17	11.24	20.66	29.78	21.54	31.85	19.03
hsa-miR-17-3p	1.54	0.00	2.16	3.83	0.00	4.91	1.06	1.73	1.52	3.15	0.00	2.92	0.00	0.00	2.95	5.58	0.00	0.86	6.51
hsa-miR-17-5p	302.23	805.82	717.87	733.57	1007.90	850.90	830.21	1015.38	821.68	971.54	889.07	1067.51	910.25	831.44	866.14	776.08	1087.59	823.73	773.56
hsa-miR-181a-2-3p	57.49	44.77	81.92	70.87	45.27	88.36	70.07	69.07	78.83	60.43	59.27	46.79	38.15	50.56	94.43	74.44	61.92	68.00	71.10
hsa-miR-181a-3p	30.13	19.19	32.34	40.22	42.89	31.09	33.97	43.17	62.16	33.63	51.37	35.10	38.15	53.37	39.84	36.29	45.76	45.62	35.05
hsa-miR-181a-5p	93.16	287.79	187.55	245.16	235.89	202.91	218.70	205.49	207.69	243.28	205.47	210.58	236.19	179.77	215.43	281.96	239.59	171.29	223.81
hsa-miR-181b-2-3p	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.93	2.69	2.58	0.00
hsa-miR-181b-3p	1.23	0.00	0.00	5.75	4.77	0.00	1.06	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00
hsa-miR-181b-5p	49.50	127.91	135.81	132.16	183.47	114.54	134.83	134.69	140.99	151.33	193.62	163.78	148.98	126.40	123.94	186.11	156.14	124.81	143.70
hsa-miR-181c-3p	0.31	6.40	0.00	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00
hsa-miR-181c-5p	1.23	0.00	6.47	6.70	2.38	4.91	3.18	5.18	4.55	9.98	3.95	2.92	10.90	5.62	0.00	7.44	10.77	6.03	8.01
hsa-miR-181d-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-181d-5p	57.19	179.07	109.94	123.54	126.29	104.73	143.32	115.70	109.15	134.51	94.83	84.82	139.90	73.03	132.80	153.54	104.99	101.57	119.66
hsa-miR-182-3p	0.61	12.79	6.47	1.92	0.00	1.64	1.06	5.18	4.55	3.68	0.00	0.00	0.00	0.00	2.95	1.86	2.69	0.86	4.51
hsa-miR-182-5p	3228.88	3824.46	3490.19	3428.42	2840.24	3338.13	3914.31	3097.96	3295.82	2999.74	3299.44	3129.41	3513.83	3306.11	3361.27	3451.42	3130.85	3358.61	3560.86
hsa-miR-1825	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-1827	20.91	25.58	73.30	65.12	35.74	40.91	53.08	34.54	43.96	49.39	15.81	35.10	83.58	30.90	44.27	45.60	26.92	38.73	52.57
hsa-miR-183-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-183-5p	3428.73	4559.93	4089.50	4126.56	3393.04	3678.49	3781.61	3393.25	3591.45	3396.45	3295.49	3500.85	3897.19	3690.93	3523.57	3569.60	3085.08	3334.51	3570.37
hsa-miR-184	17.22	0.00	8.62	6.70	4.77	8.18	24.42	6.91	6.06	11.03	11.85	17.55	10.90	28.09	11.80	17.68	10.77	16.35	9.51
hsa-miR-185-3p	25.52	12.79	17.25	25.86	26.21	19.64	28.66	25.90	15.16	13.14	23.71	8.77	19.99	19.66	30.99	21.40	26.92	22.38	20.03
hsa-miR-185-5p,hsa-miR-4306	124.21	191.86	131.50	190.57	214.45	189.82	166.68	255.57	241.05	225.94	268.70	198.88	188.95	188.20	191.82	189.83	231.52	204.86	194.27
hsa-miR-186-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-186-5p	381.55	1809.90	1433.59	1472.88	1296.22	1348.34	1730.49	1156.99	1274.97	1865.84	1537.11	1529.61	1800.52	1297.72	1406.18	2355.23	1652.91	1359.11	1753.89
hsa-miR-187-3p	0.92	0.00	6.47	1.92	0.00	3.27	1.06	1.73	3.03	1.05	0.00	0.00	0.00	0.00	1.48	1.86	0.00	0.00	3.00
hsa-miR-187-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-188-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-188-5p	1.84	0.00	0.00	2.87	7.15	0.00	2.12	6.91	0.00	1.05	0.00	0.00	9.08	2.81	2.95	3.72	0.00	0.00	4.51
hsa-miR-18a-3p	14.14	44.77	30.18	45.97	35.74	58.91	45.65	43.17	42.45	62.53	35.56	52.64	38.15	42.13	45.74	45.60	32.30	33.57	57.08
hsa-miR-18a-5p,hsa-miR-18b-5p	23.37	51.16	43.12	41.18	64.33	39.27	57.33	44.90	40.93	67.78	106.69	58.49	29.07	36.52	51.64	53.97	75.38	48.20	51.07
hsa-miR-18b-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
